id,name,category,cuisine,serving_size,serving_unit,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg
480,Lebanese Tuna Teriyaki,drink,Lebanese,170,g,267.0,0.8,39.9,10.7,2.4,31.1,493,14
481,Turkish Fish Tahini,snack,Turkish,368,g,512.0,24.7,70.0,16.5,1.8,1.8,759,64
482,Moroccan Hummus Red Curry,breakfast,Moroccan,2,piece,353.0,25.1,62.5,17.1,5.7,2.8,1090,35
483,Greek Potato Green Curry,salad,Greek,488,ml,403.0,6.3,41.7,36.7,8.3,21.2,380,10
484,Japanese Kibbeh Yogurt,rice,Japanese,2,piece,524.0,16.3,85.1,8.8,1.7,23.0,1392,127
485,Moroccan Shawarma With Veggies,vegan,Moroccan,1,piece,468.0,14.6,19.3,35.8,4.6,14.3,983,2
486,Lebanese Chicken Lemon,breakfast,Lebanese,366,ml,583.0,22.5,35.7,8.3,11.3,20.8,917,151
487,Korean Sujuk With Pita,pasta,Korean,253,ml,665.0,29.6,38.8,18.6,10.8,12.8,407,3
488,Greek Grilled Veggies Tomato,grill,Greek,443,g,678.0,17.7,29.6,24.9,6.9,0.2,1363,94
489,Japanese Shrimp Red Curry,seafood,Japanese,337,g,424.0,35.0,16.0,6.0,1.9,1.8,452,86
490,Ethiopian Turkey Plate,dessert,Ethiopian,2,piece,489.0,7.2,79.5,4.9,5.2,19.5,981,131
491,Moroccan Burger Korma,vegan,Moroccan,355,ml,180.0,20.9,12.5,35.0,7.1,10.2,710,57
492,Lebanese Sfiha Shoyu,sandwich,Lebanese,422,g,477.0,21.6,48.3,26.2,0.9,14.1,166,138
493,Japanese Potato With Veggies,seafood,Japanese,391,g,473.0,28.4,2.4,18.6,2.4,2.4,805,21
494,Mediterranean Chickpea Roll,dinner,Mediterranean,216,ml,565.0,31.3,10.4,9.3,1.1,10.4,662,97
495,British Burger Za'atar,breakfast,British,438,ml,589.0,22.8,28.0,34.8,8.7,12.5,527,28
496,British Salad Spicy,soup,British,2,piece,238.0,15.2,27.9,5.8,2.1,1.3,296,93
497,Greek Sayadieh Herb,vegetarian,Greek,274,g,396.0,10.9,44.5,20.8,8.2,4.4,452,132
498,Mediterranean Turkey Tahini,soup,Mediterranean,232,g,335.0,18.9,38.8,11.8,4.2,17.1,1425,96
499,Lebanese Burrito Tomato,lunch,Lebanese,330,g,600.0,32.3,16.4,20.6,9.1,16.4,1209,58
500,Lebanese Kibbeh Plate,dinner,Lebanese,1,piece,464.0,26.1,40.1,30.9,1.1,1.0,423,30
501,Mexican Potato Lemon,vegetarian,Mexican,127,g,468.0,22.3,10.3,24.3,4.7,10.3,262,143
502,Chinese Mujadara Garlic,pasta,Chinese,2,piece,779.0,35.6,99.0,7.7,2.1,27.0,1187,29
503,Greek Porridge Pesto,wrap,Greek,371,g,615.0,35.7,60.7,10.3,3.3,18.9,507,20
504,Peruvian Mezze Grilled,soup,Peruvian,437,ml,337.0,9.6,21.3,16.9,9.5,11.7,871,29
505,Ethiopian Taco Stir-Fry,seafood,Ethiopian,1,piece,617.0,37.3,1.2,10.1,1.2,1.2,718,52
506,Lebanese Quinoa Red Curry,pasta,Lebanese,164,g,381.0,22.9,63.4,22.5,5.7,18.3,695,73
507,Vietnamese Beef Lemon,rice,Vietnamese,270,ml,589.0,19.1,42.1,28.0,5.9,17.8,1107,136
508,Italian Turkey With Veggies,vegetarian,Italian,342,g,261.0,20.8,38.5,31.7,2.8,18.9,323,142
509,Brazilian Sayadieh On Rice,breakfast,Brazilian,446,ml,550.0,17.6,31.9,23.5,7.5,13.2,769,113
510,Spanish Taco Tomato,soup,Spanish,2,piece,297.0,14.7,33.5,8.0,1.5,25.0,700,148
511,Korean Beef With Hummus,vegetarian,Korean,310,g,197.0,23.4,10.1,28.7,9.9,10.0,684,107
512,Brazilian Salad Wrap,breakfast,Brazilian,170,g,662.0,16.5,46.7,25.5,7.3,25.4,1440,31
513,Brazilian Halloumi With Veggies,seafood,Brazilian,2,piece,445.0,26.0,4.8,17.4,2.4,4.8,895,4
514,Spanish Tabbouleh Vindaloo,sandwich,Spanish,270,g,541.0,10.8,65.9,34.0,5.2,31.1,312,70
515,Spanish Chickpea Yogurt,soup,Spanish,329,ml,319.0,13.5,24.6,15.4,6.5,13.6,960,39
516,American Pancake Pesto,rice,American,1,piece,648.0,26.4,77.3,7.6,1.7,20.7,1483,59
517,Thai Pasta Pesto,salad,Thai,416,g,476.0,15.2,45.0,11.3,7.6,12.7,1530,41
518,Japanese Tabbouleh Skewers,vegetarian,Japanese,2,piece,539.0,24.5,25.8,29.4,2.0,11.7,1227,85
519,Moroccan Mushroom Masala,dessert,Moroccan,272,g,218.0,7.0,68.1,15.2,8.4,23.7,615,1
520,American Burrito Tandoori,bowl,American,147,g,604.0,29.4,66.1,18.4,3.5,4.5,1194,90
521,French Shrimp Skewers,rice,French,2,piece,699.0,15.6,69.4,13.1,1.0,21.6,446,118
522,Ethiopian Sujuk On Rice,snack,Ethiopian,215,ml,277.0,36.4,78.4,36.1,5.3,7.9,270,74
523,Turkish Cauliflower Roasted,dinner,Turkish,1,piece,408.0,34.0,11.9,18.3,7.6,6.2,441,94
524,French Kibbeh On Quinoa,snack,French,124,g,586.0,11.2,29.1,12.5,8.7,9.0,1056,7
525,Moroccan Halloumi Green Curry,seafood,Moroccan,1,piece,602.0,35.9,30.2,19.4,8.5,30.0,1106,54
526,Turkish Tofu With Veggies,seafood,Turkish,320,g,491.0,31.9,20.7,10.4,7.8,20.7,475,106
527,Thai Shish Taouk Pesto,wrap,Thai,1,piece,407.0,24.7,53.5,16.7,7.8,7.1,1108,156
528,Lebanese Stuffed Grape Leaves Wrap,stew,Lebanese,2,piece,527.0,47.7,50.1,15.4,9.7,11.1,437,9
529,Chinese Pancake Za'atar,sandwich,Chinese,1,piece,504.0,9.3,92.7,7.4,2.5,17.5,289,30
530,Peruvian Potato Masala,soup,Peruvian,260,g,258.0,8.6,13.5,8.8,7.0,8.5,860,145
531,Lebanese Mortadella Za'atar,pasta,Lebanese,275,g,495.0,25.9,64.5,9.6,10.5,13.3,1073,62
532,Thai Soup Lemon,drink,Thai,314,ml,101.0,7.6,19.8,5.2,3.9,19.8,351,132
533,Ethiopian Burrito Sumac,pasta,Ethiopian,482,ml,769.0,20.7,72.6,24.0,7.1,12.0,169,144
534,Lebanese Quinoa With Pita,wrap,Lebanese,2,piece,618.0,20.5,42.8,16.7,5.2,7.2,757,143
535,Lebanese Quinoa Tandoori 1,drink,Lebanese,1,piece,101.0,10.3,39.2,2.0,1.9,9.1,1147,64
536,Italian Rice Garlic,soup,Italian,275,ml,202.0,22.4,26.7,8.0,3.7,11.3,1220,106
537,Peruvian Lentil Stir-Fry,pasta,Peruvian,1,piece,675.0,30.5,39.8,10.7,6.1,2.9,1168,65
538,Thai Tuna With Hummus,salad,Thai,352,g,241.0,9.1,45.4,19.5,10.4,5.9,211,30
539,Japanese Noodles Roasted,wrap,Japanese,1,piece,440.0,19.5,54.2,14.5,6.6,13.1,956,14
540,Lebanese Halloumi Yogurt,lunch,Lebanese,2,piece,486.0,35.9,60.0,15.7,6.3,23.5,988,55
541,Turkish Manousheh Sumac,sandwich,Turkish,383,ml,714.0,32.8,87.3,5.5,9.5,10.9,1152,133
542,French Sfiha Pesto,dessert,French,335,ml,558.0,9.2,60.0,25.5,0.6,19.7,1457,52
543,Mediterranean Sambousek Miso,stew,Mediterranean,320,g,519.0,40.7,10.2,21.1,10.2,10.2,1601,148
544,Spanish Grilled Veggies Herb,soup,Spanish,2,piece,376.0,19.5,9.0,10.4,1.5,9.0,1484,156
545,Korean Mujadara Green Curry,seafood,Korean,200,g,302.0,42.6,20.5,6.9,11.6,0.9,1369,51
546,Japanese Mujadara Butter,dessert,Japanese,1,piece,273.0,6.4,73.6,7.9,8.6,26.7,1434,125
547,Turkish Stuffed Grape Leaves Red Curry,rice,Turkish,442,ml,439.0,13.1,44.9,8.4,8.8,27.4,1117,18
548,Turkish Fattoush Roll,breakfast,Turkish,2,piece,589.0,32.5,27.6,16.8,7.9,22.6,790,90
549,Lebanese Shawarma Herb,bowl,Lebanese,451,ml,553.0,22.8,79.0,9.8,7.8,23.1,1048,92
550,French Porridge Yogurt,seafood,French,287,ml,616.0,22.5,25.5,8.4,9.2,25.5,1475,37
551,Mexican Fattoush Garlic,rice,Mexican,300,g,471.0,28.5,102.7,26.3,4.7,14.9,479,104
552,Brazilian Shawarma Ramen Style,drink,Brazilian,400,g,233.0,2.6,32.8,1.7,8.9,17.5,335,36
553,Lebanese Sambousek Herb,snack,Lebanese,485,ml,455.0,36.3,86.6,8.1,12.1,5.6,198,161
554,Peruvian Porridge Sumac,drink,Peruvian,131,g,98.0,10.6,33.9,11.8,8.3,20.6,1108,131
555,Korean Hummus Miso,rice,Korean,203,ml,418.0,14.2,88.2,33.6,3.2,18.3,1539,79
556,French Sujuk Butter,salad,French,2,piece,264.0,7.3,20.9,25.9,10.2,15.8,664,109
557,Brazilian Burrito Skewers,vegan,Brazilian,2,piece,380.0,22.2,34.1,28.7,3.0,20.5,292,143
558,Lebanese Eggplant Wrap,stew,Lebanese,309,g,555.0,19.4,17.9,26.5,1.4,3.5,497,144
559,Lebanese Curry Casserole,lunch,Lebanese,2,piece,375.0,34.8,22.9,33.7,12.4,18.8,851,113
560,Mediterranean Lentil On Rice,soup,Mediterranean,435,g,344.0,10.9,21.1,5.3,8.3,2.4,509,66
561,Spanish Sambousek Shoyu,dessert,Spanish,1,piece,303.0,7.1,42.6,24.0,7.9,21.5,899,103
562,Mexican Shawarma Shoyu,drink,Mexican,207,ml,187.0,1.8,10.7,1.3,6.6,7.4,970,56
563,Lebanese Hummus Bowl,sandwich,Lebanese,244,g,784.0,21.3,47.3,32.8,2.5,21.8,541,131
564,Ethiopian Soup Stir-Fry,grill,Ethiopian,1,piece,346.0,30.3,49.9,13.9,10.5,21.9,1300,95
565,Spanish Quinoa Bowl,drink,Spanish,2,piece,68.0,5.4,13.0,8.4,1.1,13.0,1391,107
566,British Tuna Miso,bowl,British,439,ml,628.0,19.9,76.2,36.3,11.6,26.6,589,149
567,Moroccan Porridge Grilled 1,dinner,Moroccan,360,g,714.0,22.9,8.0,27.6,6.8,8.0,1306,151
568,Ethiopian Taco Korma,drink,Ethiopian,2,piece,214.0,1.9,35.5,0.2,2.7,35.5,130,68
569,Greek Sambousek Wrap,vegan,Greek,1,piece,198.0,21.5,33.4,29.2,2.3,10.0,276,51
570,Vietnamese Eggplant With Veggies,pasta,Vietnamese,1,piece,559.0,31.1,45.5,13.8,3.7,6.0,1074,85
571,Thai Lamb Tandoori,vegan,Thai,2,piece,156.0,4.6,23.5,12.6,1.6,9.5,1007,58
572,Moroccan Curry Masala,dinner,Moroccan,255,g,716.0,18.4,47.7,14.9,6.0,11.3,627,143
573,Lebanese Mujadara Miso,bowl,Lebanese,166,g,663.0,9.8,98.4,25.7,1.7,8.3,294,65
574,Lebanese Taco Stir-Fry,soup,Lebanese,258,g,322.0,22.7,33.0,8.4,9.9,28.3,868,157
575,Lebanese Beef Spicy,snack,Lebanese,233,g,245.0,29.2,13.5,28.6,5.2,13.5,125,73
576,Italian Waffle Herb,sandwich,Italian,2,piece,491.0,35.0,106.7,37.0,3.6,26.1,418,120
577,Ethiopian Omelette Herb,soup,Ethiopian,159,g,254.0,11.3,14.2,5.2,0.7,6.0,1319,61
578,Chinese Taco Roll,wrap,Chinese,1,piece,336.0,12.0,58.9,30.0,7.8,6.7,1219,26
579,Turkish Hummus Roasted,seafood,Turkish,255,ml,610.0,30.5,9.6,7.3,0.7,9.6,1372,55
580,Greek Pancake With Hummus,vegan,Greek,334,g,241.0,13.1,42.3,9.2,9.3,3.7,958,150
581,Indian Halloumi Skewers,bowl,Indian,2,piece,524.0,26.1,100.6,23.2,2.4,4.1,751,122
582,Brazilian Noodles Baked,pasta,Brazilian,220,ml,546.0,38.4,76.3,6.7,7.5,21.2,301,7
583,Indian Burrito Green Curry,rice,Indian,2,piece,401.0,30.7,63.1,27.0,4.8,7.7,352,24
584,Lebanese Burger Masala,vegan,Lebanese,2,piece,261.0,22.7,20.9,13.4,1.9,6.9,880,47
585,Japanese Fish Pesto,dessert,Japanese,296,g,197.0,4.7,63.2,15.8,1.4,20.8,861,113
586,British Porridge Bowl,lunch,British,265,ml,770.0,24.8,61.3,23.6,12.3,24.5,1255,17
587,Spanish Porridge Red Curry,dessert,Spanish,389,g,302.0,4.0,61.2,28.5,8.9,4.5,428,113
588,Lebanese Burger Lemon,salad,Lebanese,182,g,316.0,17.9,29.9,5.1,2.2,4.9,606,88
589,Italian Stuffed Grape Leaves Sumac,bowl,Italian,359,g,448.0,35.3,44.4,9.7,5.3,3.6,150,144
590,American Hummus Herb,dinner,American,2,piece,691.0,19.3,51.1,23.8,10.4,26.9,249,23
591,Korean Kafta Butter,grill,Korean,200,g,535.0,26.1,34.3,8.4,1.0,16.1,257,139
592,Lebanese Cauliflower Shoyu,breakfast,Lebanese,244,ml,487.0,13.0,57.8,17.0,9.8,22.8,253,25
593,French Kibbeh Skewers,grill,French,1,piece,455.0,46.9,9.5,9.0,2.2,9.5,573,28
594,Thai Kibbeh Roasted,grill,Thai,474,ml,616.0,49.3,51.1,28.1,1.4,0.1,1451,24
595,Lebanese Mezze Butter,bowl,Lebanese,157,g,540.0,31.7,49.9,15.3,2.0,22.9,604,78
596,Moroccan Chickpea Pesto,stew,Moroccan,325,ml,544.0,36.4,35.6,31.3,5.1,18.1,729,96
597,Chinese Manousheh Bowl,sandwich,Chinese,447,g,381.0,28.5,113.9,34.8,1.3,11.1,1373,147
598,Thai Pasta Pesto 1,vegetarian,Thai,393,g,179.0,8.1,45.4,27.2,5.0,0.8,1510,61
599,Lebanese Beef Herb,salad,Lebanese,242,ml,270.0,5.7,42.6,19.1,10.1,15.4,341,91
600,Vietnamese Noodles Bowl,stew,Vietnamese,233,ml,324.0,38.2,37.9,12.6,2.3,11.8,698,150
601,Japanese Fattoush Tomato,vegan,Japanese,479,ml,275.0,7.3,24.7,35.7,9.6,12.8,210,66
602,Brazilian Sfiha Tandoori,dinner,Brazilian,293,ml,601.0,45.4,14.4,30.3,8.1,6.0,275,12
603,Lebanese Shrimp Green Curry,grill,Lebanese,141,g,576.0,42.8,22.3,23.2,7.9,1.0,497,158
604,Peruvian Lamb Roll,seafood,Peruvian,227,ml,331.0,41.2,20.9,22.4,5.8,8.7,610,52
605,French Halloumi Masala,vegan,French,127,g,511.0,15.9,44.1,6.7,2.6,22.3,249,109
606,Chinese Sayadieh Garlic,drink,Chinese,2,piece,224.0,13.8,41.0,4.0,9.4,18.3,608,135
607,Spanish Lentil Pho Style,dinner,Spanish,2,piece,341.0,18.3,46.7,16.2,10.4,23.7,1343,79
608,Mexican Tofu Stir-Fry,salad,Mexican,1,piece,172.0,8.0,34.4,11.8,5.5,7.1,1234,96
609,French Lamb With Hummus,seafood,French,320,ml,551.0,43.0,3.9,12.3,3.9,3.9,636,109
610,Japanese Waffle Roll,lunch,Japanese,2,piece,661.0,38.6,14.5,11.7,5.2,14.5,1395,38
611,Italian Stuffed Grape Leaves Green Curry,bowl,Italian,232,ml,440.0,13.5,109.4,17.9,5.6,12.3,213,55
612,Indian Eggplant Stir-Fry,seafood,Indian,211,ml,296.0,30.9,18.7,11.1,0.8,17.5,626,145
613,Moroccan Fish Yogurt,soup,Moroccan,434,g,371.0,12.0,30.4,4.6,1.4,13.1,571,122
614,Ethiopian Tuna Roll,dessert,Ethiopian,415,g,453.0,10.6,48.4,12.0,12.4,15.8,938,137
615,Moroccan Chicken Red Curry,rice,Moroccan,1,piece,610.0,24.7,45.3,22.8,9.0,19.9,1136,105
616,Korean Shawarma Baked,seafood,Korean,1,piece,408.0,19.0,12.8,20.4,1.8,12.7,1375,14
617,Indian Sayadieh Garlic,vegetarian,Indian,1,piece,289.0,24.1,44.0,22.3,0.7,24.4,142,143
618,French Pasta Harissa,bowl,French,305,ml,599.0,25.9,94.4,9.4,2.5,13.0,367,95
619,Spanish Porridge Casserole,wrap,Spanish,2,piece,766.0,35.7,109.6,29.4,1.7,19.5,969,65
620,British Porridge Miso,snack,British,2,piece,245.0,17.3,40.4,10.8,5.3,10.6,360,69
621,Korean Chicken With Hummus,rice,Korean,287,g,426.0,27.0,55.8,29.2,9.9,18.3,113,131
622,Lebanese Curry On Quinoa,pasta,Lebanese,251,ml,599.0,22.6,77.8,17.1,7.5,11.6,188,146
623,Spanish Mortadella On Quinoa,salad,Spanish,1,piece,259.0,20.5,15.4,9.1,7.6,12.6,1250,156
624,Mexican Falafel Grilled,soup,Mexican,264,g,303.0,16.0,8.2,12.6,8.2,2.2,599,109
625,Korean Tuna Pesto,pasta,Korean,2,piece,526.0,28.3,62.1,31.1,10.4,25.1,1119,47
626,Lebanese Eggplant Tandoori 1,snack,Lebanese,1,piece,332.0,18.9,25.9,7.8,10.8,25.9,431,17
627,Lebanese Mushroom Harissa,dinner,Lebanese,466,ml,540.0,29.9,12.8,14.8,10.1,12.8,915,126
628,Turkish Waffle Green Curry,seafood,Turkish,172,g,470.0,39.8,5.3,5.2,0.7,5.3,304,128
629,Lebanese Cauliflower Grilled,drink,Lebanese,2,piece,63.0,3.0,21.2,1.1,8.5,21.2,754,127
630,Spanish Tuna Tahini,dessert,Spanish,2,piece,551.0,9.6,31.3,28.4,7.2,4.9,398,113
631,Korean Shawarma Roasted,dessert,Korean,1,piece,294.0,4.7,81.9,29.0,5.6,26.2,1416,39
632,British Kibbeh Sumac,vegan,British,157,g,427.0,12.3,14.9,11.1,2.7,10.1,288,45
633,Lebanese Burger Pho Style,soup,Lebanese,469,ml,327.0,14.3,29.2,11.7,1.8,8.9,1027,151
634,Italian Sambousek Shoyu,wrap,Italian,444,ml,447.0,11.7,75.9,7.5,3.7,3.6,758,97
635,Chinese Beef Pho Style,grill,Chinese,420,g,393.0,41.3,25.0,29.6,10.2,1.1,928,10
636,Moroccan Shawarma With Pita,dessert,Moroccan,223,ml,628.0,6.4,30.0,14.9,12.6,15.8,1073,155
637,Lebanese Fish Bowl,sandwich,Lebanese,154,g,544.0,33.6,77.4,12.0,3.0,29.7,690,158
638,Mediterranean Eggplant Roll,lunch,Mediterranean,222,ml,481.0,40.3,53.3,16.4,2.6,4.4,810,21
639,Peruvian Porridge Miso,wrap,Peruvian,1,piece,563.0,26.2,82.8,32.9,4.0,21.0,414,40
640,Italian Mujadara Yogurt,sandwich,Italian,1,piece,802.0,12.0,41.7,12.5,10.1,5.7,269,33
641,Ethiopian Shish Taouk On Rice,stew,Ethiopian,1,piece,390.0,36.1,58.4,14.7,4.9,30.9,1391,86
642,Lebanese Shrimp On Rice,wrap,Lebanese,2,piece,412.0,35.9,91.3,12.9,10.7,5.6,157,104
643,Lebanese Falafel With Pita,vegetarian,Lebanese,263,ml,290.0,12.8,20.4,17.1,4.5,1.4,608,139
644,Indian Curry Korma,dessert,Indian,1,piece,497.0,6.6,80.4,10.7,1.0,1.0,448,9
645,Chinese Mortadella Sumac,rice,Chinese,192,g,649.0,27.7,67.2,9.9,2.6,17.2,985,41
646,Mexican Fatteh On Rice,seafood,Mexican,1,piece,337.0,20.3,5.3,21.5,2.0,0.4,724,50
647,Japanese Sambousek Bowl,salad,Japanese,1,piece,321.0,4.7,38.4,18.1,1.0,0.5,1000,43
648,Lebanese Sayadieh Roasted,drink,Lebanese,220,g,222.0,10.7,30.1,11.5,3.4,23.7,604,2
649,Turkish Eggplant Stir-Fry,seafood,Turkish,2,piece,492.0,24.6,12.8,9.8,12.4,11.1,169,96
650,Moroccan Turkey Za'atar,dinner,Moroccan,1,piece,410.0,36.9,33.9,31.6,11.5,25.5,350,141
651,Turkish Hummus On Rice,wrap,Turkish,133,g,639.0,22.2,90.6,20.3,6.3,31.8,1327,50
652,Vietnamese Burger Herb,drink,Vietnamese,2,piece,202.0,4.6,43.0,3.5,9.9,5.7,179,46
653,Mediterranean Rice With Pita,breakfast,Mediterranean,2,piece,235.0,12.2,65.4,33.9,6.5,30.0,931,159
654,American Rice Ramen Style,soup,American,215,g,142.0,25.7,17.3,14.3,5.4,13.0,1482,154
655,British Sambousek On Quinoa,wrap,British,1,piece,651.0,16.4,64.8,11.0,3.8,8.4,1310,69
656,Lebanese Noodles On Quinoa,vegan,Lebanese,2,piece,428.0,14.1,24.6,17.3,5.1,0.8,877,150
657,American Potato Ramen Style,grill,American,1,piece,610.0,49.3,56.1,9.9,10.8,4.0,1099,77
658,Ethiopian Falafel Roll,lunch,Ethiopian,448,ml,613.0,29.7,10.7,16.4,6.2,10.3,211,122
659,Mediterranean Lentil Red Curry,vegan,Mediterranean,2,piece,210.0,23.5,33.2,9.9,7.9,22.1,1447,132
660,Lebanese Lentil Baked 1,breakfast,Lebanese,1,piece,322.0,22.1,63.8,21.8,1.2,3.9,721,167
661,Brazilian Mujadara Baked,bowl,Brazilian,243,ml,345.0,13.7,88.2,12.4,6.1,20.1,379,73
662,French Manousheh Stir-Fry,seafood,French,315,ml,481.0,28.7,22.1,7.2,3.4,3.3,596,84
663,British Chickpea Tandoori,pasta,British,1,piece,331.0,13.8,70.2,29.0,2.7,25.3,789,76
664,American Burger Spicy,stew,American,435,ml,621.0,49.5,9.1,31.9,6.3,9.1,995,30
665,Ethiopian Quinoa Spicy,vegan,Ethiopian,1,piece,490.0,11.0,29.1,15.8,0.9,23.5,312,14
666,Vietnamese Sayadieh Pesto,sandwich,Vietnamese,416,g,392.0,33.6,85.0,16.6,1.1,16.8,254,123
667,Greek Tuna On Quinoa,breakfast,Greek,350,g,363.0,32.4,41.4,11.2,3.2,12.2,480,30
668,Ethiopian Falafel Ramen Style,soup,Ethiopian,327,g,319.0,9.2,31.8,15.4,4.3,11.5,819,10
669,Ethiopian Salad Butter,soup,Ethiopian,1,piece,342.0,17.6,13.1,4.2,5.7,11.9,230,13
670,Lebanese Cauliflower Roll,seafood,Lebanese,2,piece,247.0,38.8,8.3,20.6,4.8,8.3,1267,24
671,Brazilian Waffle Masala,vegan,Brazilian,319,ml,164.0,18.0,13.2,18.2,10.5,7.5,153,51
672,Turkish Chickpea Yogurt,lunch,Turkish,2,piece,478.0,45.1,58.9,10.3,6.6,25.8,958,104
673,Mediterranean Pasta Grilled,dinner,Mediterranean,1,piece,385.0,44.2,11.5,23.0,3.3,11.3,837,134
674,Lebanese Beef Tahini,lunch,Lebanese,2,piece,475.0,40.3,6.1,21.2,5.0,6.1,295,113
675,French Kibbeh Tahini,pasta,French,330,ml,413.0,18.6,89.2,13.8,10.0,29.3,1333,99
676,Lebanese Fish Skewers,sandwich,Lebanese,161,g,399.0,10.5,59.6,23.1,3.1,8.1,884,70
677,Lebanese Mushroom Korma,vegetarian,Lebanese,2,piece,294.0,23.4,17.8,26.5,11.4,17.8,526,105
678,Japanese Sushi Roasted,vegetarian,Japanese,234,g,318.0,24.3,27.3,7.4,11.1,25.5,847,49
679,French Lamb Pesto,drink,French,1,piece,216.0,0.3,52.4,9.2,3.3,26.0,487,140
680,British Sujuk Za'atar,breakfast,British,213,ml,309.0,13.3,36.6,7.0,4.1,16.6,613,4
681,Turkish Shish Taouk Ramen Style,dessert,Turkish,369,g,362.0,8.4,52.0,17.4,8.7,21.6,194,17
682,Thai Burger Shoyu,vegetarian,Thai,2,piece,474.0,10.6,45.2,19.7,12.4,7.4,1422,46
683,Lebanese Sayadieh Green Curry,sandwich,Lebanese,301,ml,535.0,28.9,66.2,25.5,9.6,24.6,972,20
684,Turkish Noodles Tandoori,salad,Turkish,265,g,344.0,24.9,27.4,31.0,3.1,1.8,1446,45
685,Turkish Tuna Teriyaki,bowl,Turkish,277,ml,573.0,16.8,52.3,31.3,8.1,7.0,1024,29
686,Korean Soup Tomato,lunch,Korean,434,g,688.0,45.4,5.4,28.4,5.4,5.4,167,34
687,Ethiopian Tofu Pesto,vegan,Ethiopian,227,g,289.0,20.7,23.7,23.5,10.2,4.2,551,121
688,Moroccan Taco Casserole,pasta,Moroccan,1,piece,541.0,19.6,52.9,24.3,1.8,6.7,578,120
689,Peruvian Sujuk Ramen Style,soup,Peruvian,336,g,174.0,21.0,29.5,17.8,11.8,29.5,923,163
690,Moroccan Curry Roll,snack,Moroccan,1,piece,473.0,22.6,30.7,29.2,3.8,7.1,442,119
691,Korean Sfiha Pesto,snack,Korean,419,ml,636.0,20.5,37.5,19.8,10.8,19.3,939,70
692,Peruvian Stew Pesto,drink,Peruvian,402,ml,210.0,11.9,39.0,4.1,1.9,21.3,815,23
693,Indian Chicken Garlic,bowl,Indian,258,g,635.0,28.7,66.7,8.2,9.6,22.9,139,24
694,Ethiopian Rice With Pita,rice,Ethiopian,252,g,546.0,28.5,43.9,29.1,9.8,16.1,882,144
695,Greek Porridge Miso,wrap,Greek,2,piece,518.0,26.2,53.3,12.2,10.0,29.7,1524,14
696,Peruvian Sujuk On Quinoa,bowl,Peruvian,253,ml,676.0,18.4,94.3,12.8,6.2,1.5,835,84
697,Moroccan Shawarma Lemon,rice,Moroccan,133,g,723.0,34.0,85.1,17.2,3.5,24.6,516,51
698,Thai Cauliflower Garlic,bowl,Thai,481,ml,436.0,26.3,44.3,11.9,3.5,2.7,823,76
699,British Stew Tahini,vegetarian,British,281,g,519.0,13.4,21.5,36.2,5.9,14.5,318,78
700,French Burrito Teriyaki,wrap,French,405,g,798.0,32.0,48.2,16.3,1.4,23.8,1125,52
701,Japanese Sambousek Skewers,vegan,Japanese,2,piece,520.0,5.9,13.9,26.8,6.7,5.9,912,137
702,Lebanese Cauliflower Tahini,rice,Lebanese,341,ml,536.0,14.7,70.5,9.3,7.4,2.5,784,109
703,Lebanese Waffle Yogurt,vegetarian,Lebanese,1,piece,305.0,9.9,22.4,21.6,7.5,13.9,985,27
704,Chinese Burrito Sumac,seafood,Chinese,1,piece,432.0,23.1,3.5,23.4,3.5,3.5,1505,53
705,Lebanese Mujadara Baked,stew,Lebanese,409,ml,618.0,42.8,31.7,29.8,6.1,12.4,444,46
706,Lebanese Quinoa On Quinoa,stew,Lebanese,317,ml,490.0,30.2,54.2,15.0,8.7,10.0,1227,48
707,Peruvian Mushroom Baked,vegetarian,Peruvian,2,piece,212.0,16.6,45.6,5.9,5.1,24.7,610,59
708,Italian Mushroom With Hummus,vegan,Italian,1,piece,223.0,16.4,42.0,12.4,10.2,28.6,604,36
709,Lebanese Shish Taouk Vindaloo,breakfast,Lebanese,285,g,633.0,9.7,28.7,6.2,8.2,21.9,177,127
710,Spanish Fatteh Stir-Fry,drink,Spanish,145,g,169.0,11.2,45.1,0.2,9.2,27.1,1412,15
711,Spanish Shawarma Shoyu,grill,Spanish,2,piece,428.0,32.1,10.3,33.5,7.0,10.3,699,34
712,Japanese Sushi Pesto,vegetarian,Japanese,205,ml,330.0,12.2,21.8,20.3,1.7,6.4,1387,60
713,Greek Stuffed Grape Leaves On Rice,snack,Greek,243,ml,570.0,13.4,58.6,12.0,12.1,19.0,251,68
714,Ethiopian Fish Korma,sandwich,Ethiopian,323,ml,692.0,35.5,43.1,26.3,7.5,26.5,496,33
715,Vietnamese Stuffed Grape Leaves Pesto,stew,Vietnamese,338,ml,467.0,32.3,41.2,25.1,10.0,11.5,204,18
716,Ethiopian Turkey Miso,salad,Ethiopian,132,g,316.0,8.3,37.6,19.4,9.0,16.2,662,46
717,Thai Curry On Quinoa,dessert,Thai,2,piece,479.0,3.3,43.6,25.4,9.7,28.4,628,96
718,Indian Shrimp Vindaloo,drink,Indian,2,piece,50.0,2.3,29.3,0.8,11.8,17.6,381,111
719,Lebanese Pancake Garlic,bowl,Lebanese,235,g,578.0,16.1,80.8,31.6,3.5,23.7,1266,89
